	Zn	bo
OG0006466	Znev_15005	Bo_m.120424
OG0006467	Znev_18044	Bo_m.266593
OG0006468	Znev_15749	Bo_m.369138
OG0006469	Znev_13061	Bo_m.340502
OG0006470	Znev_13063	Bo_m.363641
OG0006471	Znev_13064	Bo_m.318661
OG0006472	Znev_13067	Bo_m.36648
OG0006473	Znev_13609	Bo_m.309212
OG0006474	Znev_13614	Bo_m.70973
OG0006475	Znev_11102	Bo_m.265234
OG0006476	Znev_11104	Bo_m.268051
OG0006477	Znev_11110	Bo_m.234340
OG0006478	Znev_11111	Bo_m.234346
OG0006479	Znev_11117	Bo_m.382401
OG0006480	Znev_11119	Bo_m.382400
OG0006481	Znev_11120	Bo_m.215312
OG0006482	Znev_11534	Bo_m.215546
OG0006483	Znev_11539	Bo_m.47596
OG0006484	Znev_17758	Bo_m.146387
OG0006485	Znev_17760	Bo_m.35748
OG0006486	Znev_03008	Bo_m.342160
OG0006487	Znev_03009	Bo_m.323764
OG0006488	Znev_03012	Bo_m.380917
OG0006489	Znev_03013	Bo_m.9399
OG0006490	Znev_03018	Bo_m.12994
OG0006491	Znev_03019	Bo_m.52170
OG0006492	Znev_03020	Bo_m.213201
OG0006493	Znev_03024	Bo_m.276030
OG0006494	Znev_03029	Bo_m.120120
OG0006495	Znev_03030	Bo_m.90054
OG0006496	Znev_03031	Bo_m.361288
OG0006497	Znev_03032	Bo_m.51278
OG0006498	Znev_03035	Bo_m.257732
OG0006499	Znev_03036	Bo_m.108729
OG0006500	Znev_03042	Bo_m.318475
OG0006501	Znev_03047	Bo_m.124575
OG0006502	Znev_03052	Bo_m.153904
OG0006503	Znev_03053	Bo_m.40302
OG0006504	Znev_03055	Bo_m.68751
OG0006505	Znev_03058	Bo_m.355004
OG0006506	Znev_03062	Bo_m.271230
OG0006507	Znev_17667	Bo_m.375584
OG0006508	Znev_17668	Bo_m.163845
OG0006509	Znev_08256	Bo_m.8817
OG0006510	Znev_08257	Bo_m.164464
OG0006511	Znev_08274	Bo_m.78523
OG0006512	Znev_17246	Bo_m.87762
OG0006513	Znev_10971	Bo_m.136896
OG0006514	Znev_10975	Bo_m.144708
OG0006515	Znev_10976	Bo_m.250208
OG0006516	Znev_10977	Bo_m.154281
OG0006517	Znev_10978	Bo_m.300708
OG0006518	Znev_10981	Bo_m.284180
OG0006519	Znev_10982	Bo_m.144401
OG0006520	Znev_10983	Bo_m.369215
OG0006521	Znev_18696	Bo_m.311995
OG0006522	Znev_14659	Bo_m.90321
OG0006523	Znev_15221	Bo_m.313627
OG0006524	Znev_02783	Bo_m.135663
OG0006525	Znev_02784	Bo_m.159346
OG0006526	Znev_02786	Bo_m.336220
OG0006527	Znev_02789	Bo_m.220729
OG0006528	Znev_02790	Bo_m.273142
OG0006529	Znev_02791	Bo_m.223100
OG0006530	Znev_02794	Bo_m.103137
OG0006531	Znev_02795	Bo_m.139207
OG0006532	Znev_02796	Bo_m.227536
OG0006533	Znev_02798	Bo_m.239142
OG0006534	Znev_02799	Bo_m.309733
OG0006535	Znev_02801	Bo_m.357741
OG0006536	Znev_02802	Bo_m.12569
OG0006537	Znev_02804	Bo_m.259172
OG0006538	Znev_02805	Bo_m.248813
OG0006539	Znev_02806	Bo_m.264016
OG0006540	Znev_02807	Bo_m.364282
OG0006541	Znev_02808	Bo_m.306858
OG0006542	Znev_02810	Bo_m.185879
OG0006543	Znev_02811	Bo_m.289892
OG0006544	Znev_02813	Bo_m.289894
OG0006545	Znev_02815	Bo_m.211995
OG0006546	Znev_02817	Bo_m.125798
OG0006547	Znev_02819	Bo_m.276418
OG0006548	Znev_02822	Bo_m.36273
OG0006549	Znev_02823	Bo_m.198602
OG0006550	Znev_02824	Bo_m.179637
OG0006551	Znev_02825	Bo_m.59606
OG0006552	Znev_02829	Bo_m.132844
OG0006553	Znev_02830	Bo_m.349091
OG0006554	Znev_02831	Bo_m.116406
OG0006555	Znev_02833	Bo_m.107866
OG0006556	Znev_02836	Bo_m.268934
OG0006557	Znev_02839	Bo_m.378646
OG0006558	Znev_17504	Bo_m.192674
OG0006559	Znev_17508	Bo_m.102882
OG0006560	Znev_03698	Bo_m.221313
OG0006561	Znev_03700	Bo_m.296586
OG0006562	Znev_03702	Bo_m.101527
OG0006563	Znev_03704	Bo_m.339716
OG0006564	Znev_03705	Bo_m.92692
OG0006565	Znev_03706	Bo_m.120047
OG0006566	Znev_03708	Bo_m.113336
OG0006567	Znev_03709	Bo_m.105951
OG0006568	Znev_03715	Bo_m.278287
OG0006569	Znev_03717	Bo_m.80851
OG0006570	Znev_03719	Bo_m.304348
OG0006571	Znev_03722	Bo_m.107539
OG0006572	Znev_03724	Bo_m.113979
OG0006573	Znev_03728	Bo_m.269941
OG0006574	Znev_03729	Bo_m.230318
OG0006575	Znev_03733	Bo_m.187939
OG0006576	Znev_03735	Bo_m.158936
OG0006577	Znev_03737	Bo_m.353574
OG0006578	Znev_03738	Bo_m.137747
OG0006579	Znev_03740	Bo_m.229873
OG0006580	Znev_03741	Bo_m.46751
OG0006581	Znev_03742	Bo_m.169486
OG0006582	Znev_03746	Bo_m.56114
OG0006583	Znev_16790	Bo_m.271192
OG0006584	Znev_11446	Bo_m.216881
OG0006585	Znev_11448	Bo_m.298465
OG0006586	Znev_11453	Bo_m.72419
OG0006587	Znev_11456	Bo_m.98335
OG0006588	Znev_11457	Bo_m.81982
OG0006589	Znev_11462	Bo_m.280668
OG0006590	Znev_10773	Bo_m.65828
OG0006591	Znev_10775	Bo_m.312849
OG0006592	Znev_10776	Bo_m.118510
OG0006593	Znev_10777	Bo_m.27405
OG0006594	Znev_10778	Bo_m.314857
OG0006595	Znev_10783	Bo_m.132110
OG0006596	Znev_10784	Bo_m.256488
OG0006597	Znev_10785	Bo_m.196300
OG0006598	Znev_10786	Bo_m.164392
OG0006599	Znev_10788	Bo_m.312230
OG0006600	Znev_10789	Bo_m.119141
OG0006601	Znev_10790	Bo_m.45170
OG0006602	Znev_11430	Bo_m.48117
OG0006603	Znev_11433	Bo_m.116012
OG0006604	Znev_11436	Bo_m.352518
OG0006605	Znev_11438	Bo_m.212810
OG0006606	Znev_11439	Bo_m.382261
OG0006607	Znev_11440	Bo_m.296776
OG0006608	Znev_13789	Bo_m.167217
OG0006609	Znev_09171	Bo_m.256935
OG0006610	Znev_09174	Bo_m.72376
OG0006611	Znev_09175	Bo_m.337503
OG0006612	Znev_09177	Bo_m.227477
OG0006613	Znev_09178	Bo_m.277488
OG0006614	Znev_09179	Bo_m.180695
OG0006615	Znev_09181	Bo_m.338041
OG0006616	Znev_09183	Bo_m.358060
OG0006617	Znev_09185	Bo_m.214546
OG0006618	Znev_09188	Bo_m.209332
OG0006619	Znev_09189	Bo_m.208073
OG0006620	Znev_09191	Bo_m.262050
OG0006621	Znev_09194	Bo_m.137795
OG0006622	Znev_18669	Bo_m.293112
OG0006623	Znev_08335	Bo_m.319257
OG0006624	Znev_08337	Bo_m.52176
OG0006625	Znev_08338	Bo_m.309904
OG0006626	Znev_08340	Bo_m.361387
OG0006627	Znev_08341	Bo_m.159859
OG0006628	Znev_08342	Bo_m.159860
OG0006629	Znev_08344	Bo_m.159855
OG0006630	Znev_08347	Bo_m.164013
OG0006631	Znev_08349	Bo_m.327293
OG0006632	Znev_08350	Bo_m.106652
OG0006633	Znev_08351	Bo_m.261584
OG0006634	Znev_08352	Bo_m.209730
OG0006635	Znev_08354	Bo_m.136718
OG0006636	Znev_08358	Bo_m.143424
OG0006637	Znev_08360	Bo_m.269134
OG0006638	Znev_17387	Bo_m.170680
OG0006639	Znev_15534	Bo_m.192389
OG0006640	Znev_15535	Bo_m.267517
OG0006641	Znev_13379	Bo_m.335708
OG0006642	Znev_13381	Bo_m.361825
OG0006643	Znev_13382	Bo_m.361828
OG0006644	Znev_13383	Bo_m.315033
OG0006645	Znev_12013	Bo_m.100757
OG0006646	Znev_12028	Bo_m.98663
OG0006647	Znev_18333	Bo_m.173123
OG0006648	Znev_11499	Bo_m.313693
OG0006649	Znev_11505	Bo_m.232559
OG0006650	Znev_11506	Bo_m.132056
OG0006651	Znev_11510	Bo_m.174801
OG0006652	Znev_11511	Bo_m.26249
OG0006653	Znev_11512	Bo_m.80259
OG0006654	Znev_11513	Bo_m.132882
OG0006655	Znev_08591	Bo_m.359262
OG0006656	Znev_08602	Bo_m.364756
OG0006657	Znev_08604	Bo_m.217304
OG0006658	Znev_08605	Bo_m.134991
OG0006659	Znev_08607	Bo_m.341064
OG0006660	Znev_08608	Bo_m.169316
OG0006661	Znev_08610	Bo_m.35704
OG0006662	Znev_08612	Bo_m.38484
OG0006663	Znev_08615	Bo_m.134036
OG0006664	Znev_17661	Bo_m.323561
OG0006665	Znev_13965	Bo_m.349759
OG0006666	Znev_13966	Bo_m.257147
OG0006667	Znev_14257	Bo_m.329471
OG0006668	Znev_14259	Bo_m.345590
OG0006669	Znev_14263	Bo_m.266094
OG0006670	Znev_07735	Bo_m.97082
OG0006671	Znev_07736	Bo_m.72036
OG0006672	Znev_07737	Bo_m.305542
OG0006673	Znev_07738	Bo_m.186798
OG0006674	Znev_07740	Bo_m.347085
OG0006675	Znev_07741	Bo_m.289667
OG0006676	Znev_07742	Bo_m.334023
OG0006677	Znev_07743	Bo_m.370569
OG0006678	Znev_07746	Bo_m.179423
OG0006679	Znev_07752	Bo_m.375256
OG0006680	Znev_07753	Bo_m.375252
OG0006681	Znev_07755	Bo_m.97355
OG0006682	Znev_07756	Bo_m.97320
OG0006683	Znev_07757	Bo_m.310051
OG0006684	Znev_07761	Bo_m.348700
OG0006685	Znev_07762	Bo_m.120776
OG0006686	Znev_10088	Bo_m.330679
OG0006687	Znev_10091	Bo_m.79941
OG0006688	Znev_10092	Bo_m.229134
OG0006689	Znev_10094	Bo_m.279160
OG0006690	Znev_10097	Bo_m.279525
OG0006691	Znev_10099	Bo_m.185995
OG0006692	Znev_10100	Bo_m.120235
OG0006693	Znev_10102	Bo_m.308970
OG0006694	Znev_10104	Bo_m.109422
OG0006695	Znev_18212	Bo_m.274716
OG0006696	Znev_10594	Bo_m.130111
OG0006697	Znev_10595	Bo_m.249659
OG0006698	Znev_10598	Bo_m.139191
OG0006699	Znev_10600	Bo_m.116049
OG0006700	Znev_10601	Bo_m.121157
OG0006701	Znev_10603	Bo_m.297015
OG0006702	Znev_10608	Bo_m.231181
OG0006703	Znev_10611	Bo_m.326309
OG0006704	Znev_18501	Bo_m.271938
OG0006705	Znev_14107	Bo_m.255478
OG0006706	Znev_14109	Bo_m.97638
OG0006707	Znev_06828	Bo_m.31833
OG0006708	Znev_06829	Bo_m.239574
OG0006709	Znev_06832	Bo_m.129373
OG0006710	Znev_06833	Bo_m.291274
OG0006711	Znev_06834	Bo_m.136539
OG0006712	Znev_06838	Bo_m.267566
OG0006713	Znev_06839	Bo_m.309123
OG0006714	Znev_06840	Bo_m.38749
OG0006715	Znev_06841	Bo_m.361049
OG0006716	Znev_06842	Bo_m.342145
OG0006717	Znev_06844	Bo_m.136587
OG0006718	Znev_06845	Bo_m.236903
OG0006719	Znev_06846	Bo_m.328010
OG0006720	Znev_06847	Bo_m.155632
OG0006721	Znev_06848	Bo_m.147960
OG0006722	Znev_06852	Bo_m.109996
OG0006723	Znev_06855	Bo_m.222086
OG0006724	Znev_06856	Bo_m.192524
OG0006725	Znev_06858	Bo_m.14689
OG0006726	Znev_10238	Bo_m.254986
OG0006727	Znev_10239	Bo_m.75070
OG0006728	Znev_10240	Bo_m.167756
OG0006729	Znev_10241	Bo_m.344124
OG0006730	Znev_10242	Bo_m.110679
OG0006731	Znev_10243	Bo_m.110673
OG0006732	Znev_10244	Bo_m.263612
OG0006733	Znev_10249	Bo_m.340101
OG0006734	Znev_10250	Bo_m.359897
OG0006735	Znev_10251	Bo_m.81666
OG0006736	Znev_10253	Bo_m.280068
OG0006737	Znev_10254	Bo_m.319891
OG0006738	Znev_10257	Bo_m.304665
OG0006739	Znev_10258	Bo_m.304672
OG0006740	Znev_00327	Bo_m.275540
OG0006741	Znev_00328	Bo_m.368418
OG0006742	Znev_00329	Bo_m.326101
OG0006743	Znev_00332	Bo_m.269370
OG0006744	Znev_00334	Bo_m.206129
OG0006745	Znev_00335	Bo_m.334432
OG0006746	Znev_00336	Bo_m.33832
OG0006747	Znev_00339	Bo_m.303875
OG0006748	Znev_00343	Bo_m.214161
OG0006749	Znev_00344	Bo_m.328997
OG0006750	Znev_00345	Bo_m.354559
OG0006751	Znev_00348	Bo_m.376874
OG0006752	Znev_00350	Bo_m.364752
OG0006753	Znev_00352	Bo_m.328245
OG0006754	Znev_00353	Bo_m.293411
OG0006755	Znev_00354	Bo_m.353256
OG0006756	Znev_00355	Bo_m.82665
OG0006757	Znev_00359	Bo_m.80978
OG0006758	Znev_00360	Bo_m.20715
OG0006759	Znev_00362	Bo_m.346803
OG0006760	Znev_00363	Bo_m.235500
OG0006761	Znev_00364	Bo_m.281278
OG0006762	Znev_00365	Bo_m.90538
OG0006763	Znev_00369	Bo_m.326247
OG0006764	Znev_00371	Bo_m.132793
OG0006765	Znev_00373	Bo_m.169229
OG0006766	Znev_00374	Bo_m.376170
OG0006767	Znev_00376	Bo_m.311639
OG0006768	Znev_00377	Bo_m.378630
OG0006769	Znev_00380	Bo_m.183474
OG0006770	Znev_00381	Bo_m.152250
OG0006771	Znev_00383	Bo_m.270245
OG0006772	Znev_00384	Bo_m.120965
OG0006773	Znev_00388	Bo_m.90205
OG0006774	Znev_00389	Bo_m.349865
OG0006775	Znev_00390	Bo_m.352940
OG0006776	Znev_00391	Bo_m.82704
OG0006777	Znev_00392	Bo_m.173879
OG0006778	Znev_00398	Bo_m.343292
OG0006779	Znev_00399	Bo_m.180751
OG0006780	Znev_00400	Bo_m.256916
OG0006781	Znev_00401	Bo_m.43490
OG0006782	Znev_00408	Bo_m.160557
OG0006783	Znev_00409	Bo_m.330891
OG0006784	Znev_00411	Bo_m.165841
OG0006785	Znev_00412	Bo_m.358003
OG0006786	Znev_00414	Bo_m.135936
OG0006787	Znev_00416	Bo_m.208156
OG0006788	Znev_00419	Bo_m.355557
OG0006789	Znev_00421	Bo_m.373274
OG0006790	Znev_00426	Bo_m.376529
OG0006791	Znev_00428	Bo_m.56272
OG0006792	Znev_00430	Bo_m.161881
OG0006793	Znev_00431	Bo_m.308297
OG0006794	Znev_00433	Bo_m.174029
OG0006795	Znev_00434	Bo_m.116579
OG0006796	Znev_00435	Bo_m.237926
OG0006797	Znev_00436	Bo_m.342848
OG0006798	Znev_00437	Bo_m.203415
OG0006799	Znev_00438	Bo_m.302592
OG0006800	Znev_00440	Bo_m.59515
OG0006801	Znev_00441	Bo_m.110833
OG0006802	Znev_00442	Bo_m.110834
OG0006803	Znev_00446	Bo_m.279519
OG0006804	Znev_16568	Bo_m.338005
OG0006805	Znev_16569	Bo_m.290821
OG0006806	Znev_16571	Bo_m.334768
OG0006807	Znev_16574	Bo_m.258293
OG0006808	Znev_16575	Bo_m.279433
OG0006809	Znev_16578	Bo_m.328162
OG0006810	Znev_05107	Bo_m.381797
OG0006811	Znev_05108	Bo_m.225987
OG0006812	Znev_05109	Bo_m.358955
OG0006813	Znev_05113	Bo_m.281359
OG0006814	Znev_05114	Bo_m.12337
OG0006815	Znev_05115	Bo_m.379939
OG0006816	Znev_05117	Bo_m.39841
OG0006817	Znev_05119	Bo_m.354622
OG0006818	Znev_05123	Bo_m.293386
OG0006819	Znev_05124	Bo_m.124087
OG0006820	Znev_05126	Bo_m.153288
OG0006821	Znev_05129	Bo_m.364461
OG0006822	Znev_05130	Bo_m.321974
OG0006823	Znev_05131	Bo_m.244230
OG0006824	Znev_05132	Bo_m.192583
OG0006825	Znev_05135	Bo_m.293057
OG0006826	Znev_05141	Bo_m.327904
OG0006827	Znev_14500	Bo_m.350636
OG0006828	Znev_14501	Bo_m.207471
OG0006829	Znev_05226	Bo_m.211827
OG0006830	Znev_05227	Bo_m.362623
OG0006831	Znev_05231	Bo_m.115914
OG0006832	Znev_05236	Bo_m.135104
OG0006833	Znev_05237	Bo_m.72317
OG0006834	Znev_05240	Bo_m.322124
OG0006835	Znev_05247	Bo_m.92552
OG0006836	Znev_05248	Bo_m.53026
OG0006837	Znev_05249	Bo_m.303946
OG0006838	Znev_05250	Bo_m.273586
OG0006839	Znev_05251	Bo_m.111641
OG0006840	Znev_05252	Bo_m.319831
OG0006841	Znev_05255	Bo_m.337291
OG0006842	Znev_05257	Bo_m.200431
OG0006843	Znev_05258	Bo_m.353484
OG0006844	Znev_05259	Bo_m.226935
OG0006845	Znev_05260	Bo_m.129944
OG0006846	Znev_17152	Bo_m.40627
OG0006847	Znev_17157	Bo_m.111842
OG0006848	Znev_06861	Bo_m.284662
OG0006849	Znev_06862	Bo_m.376611
OG0006850	Znev_06863	Bo_m.129510
OG0006851	Znev_06864	Bo_m.296218
OG0006852	Znev_06866	Bo_m.328029
OG0006853	Znev_06867	Bo_m.289105
OG0006854	Znev_06868	Bo_m.325059
OG0006855	Znev_06869	Bo_m.154311
OG0006856	Znev_06870	Bo_m.195911
OG0006857	Znev_06871	Bo_m.72105
OG0006858	Znev_06872	Bo_m.185956
OG0006859	Znev_06873	Bo_m.312161
OG0006860	Znev_06875	Bo_m.182525
OG0006861	Znev_06876	Bo_m.333368
OG0006862	Znev_06878	Bo_m.26076
OG0006863	Znev_06880	Bo_m.112405
OG0006864	Znev_06884	Bo_m.224145
OG0006865	Znev_06887	Bo_m.317427
OG0006866	Znev_06888	Bo_m.377263
OG0006867	Znev_06892	Bo_m.340190
OG0006868	Znev_05770	Bo_m.248139
OG0006869	Znev_05771	Bo_m.196582
OG0006870	Znev_05772	Bo_m.35673
OG0006871	Znev_05773	Bo_m.330555
OG0006872	Znev_05774	Bo_m.112445
OG0006873	Znev_05775	Bo_m.194099
OG0006874	Znev_05779	Bo_m.192481
OG0006875	Znev_05782	Bo_m.317522
OG0006876	Znev_05783	Bo_m.314780
OG0006877	Znev_05784	Bo_m.353609
OG0006878	Znev_05785	Bo_m.75147
OG0006879	Znev_05787	Bo_m.346820
OG0006880	Znev_05791	Bo_m.227984
OG0006881	Znev_05792	Bo_m.176711
OG0006882	Znev_05794	Bo_m.112432
OG0006883	Znev_05795	Bo_m.274372
OG0006884	Znev_05796	Bo_m.179949
OG0006885	Znev_05799	Bo_m.152663
OG0006886	Znev_05801	Bo_m.25785
OG0006887	Znev_05802	Bo_m.226734
OG0006888	Znev_05806	Bo_m.78744
OG0006889	Znev_17938	Bo_m.138015
OG0006890	Znev_01063	Bo_m.126916
OG0006891	Znev_01064	Bo_m.215984
OG0006892	Znev_01067	Bo_m.203560
OG0006893	Znev_01068	Bo_m.140268
OG0006894	Znev_01070	Bo_m.374387
OG0006895	Znev_01073	Bo_m.9094
OG0006896	Znev_01074	Bo_m.156216
OG0006897	Znev_01075	Bo_m.60918
OG0006898	Znev_01076	Bo_m.297834
OG0006899	Znev_01077	Bo_m.359106
OG0006900	Znev_01078	Bo_m.382511
OG0006901	Znev_01080	Bo_m.138889
OG0006902	Znev_01081	Bo_m.138872
OG0006903	Znev_01083	Bo_m.128469
OG0006904	Znev_01088	Bo_m.155410
OG0006905	Znev_01091	Bo_m.68571
OG0006906	Znev_01093	Bo_m.37577
OG0006907	Znev_01096	Bo_m.337948
OG0006908	Znev_01097	Bo_m.289705
OG0006909	Znev_01099	Bo_m.76568
OG0006910	Znev_01100	Bo_m.76577
OG0006911	Znev_01101	Bo_m.366577
OG0006912	Znev_01102	Bo_m.232570
OG0006913	Znev_01103	Bo_m.249022
OG0006914	Znev_01104	Bo_m.66344
OG0006915	Znev_01105	Bo_m.351987
OG0006916	Znev_01106	Bo_m.361082
OG0006917	Znev_01107	Bo_m.360168
OG0006918	Znev_01110	Bo_m.364106
OG0006919	Znev_01111	Bo_m.271463
OG0006920	Znev_01112	Bo_m.271472
OG0006921	Znev_01118	Bo_m.52595
OG0006922	Znev_01120	Bo_m.266732
OG0006923	Znev_01121	Bo_m.50945
OG0006924	Znev_01122	Bo_m.152424
OG0006925	Znev_01123	Bo_m.358488
OG0006926	Znev_01126	Bo_m.286444
OG0006927	Znev_01128	Bo_m.265278
OG0006928	Znev_01129	Bo_m.163817
OG0006929	Znev_01130	Bo_m.128585
OG0006930	Znev_01131	Bo_m.289403
OG0006931	Znev_01133	Bo_m.234967
OG0006932	Znev_01139	Bo_m.348081
OG0006933	Znev_16768	Bo_m.271470
OG0006934	Znev_18953	Bo_m.324705
OG0006935	Znev_08278	Bo_m.187379
OG0006936	Znev_08282	Bo_m.354211
OG0006937	Znev_08285	Bo_m.66283
OG0006938	Znev_08288	Bo_m.9306
OG0006939	Znev_08289	Bo_m.342184
OG0006940	Znev_08290	Bo_m.365995
OG0006941	Znev_08291	Bo_m.265319
OG0006942	Znev_08294	Bo_m.144876
OG0006943	Znev_08296	Bo_m.367808
OG0006944	Znev_08298	Bo_m.104869
OG0006945	Znev_08300	Bo_m.134089
OG0006946	Znev_08303	Bo_m.306449
OG0006947	Znev_14392	Bo_m.92175
OG0006948	Znev_14396	Bo_m.274336
OG0006949	Znev_14398	Bo_m.3715
OG0006950	Znev_15331	Bo_m.136407
OG0006951	Znev_18452	Bo_m.177370
OG0006952	Znev_07768	Bo_m.289429
OG0006953	Znev_07771	Bo_m.32432
OG0006954	Znev_07772	Bo_m.207670
OG0006955	Znev_07773	Bo_m.17917
OG0006956	Znev_07774	Bo_m.298786
OG0006957	Znev_07775	Bo_m.176706
OG0006958	Znev_07777	Bo_m.176677
OG0006959	Znev_07778	Bo_m.304259
OG0006960	Znev_07779	Bo_m.304264
OG0006961	Znev_07780	Bo_m.145969
OG0006962	Znev_07781	Bo_m.345559
OG0006963	Znev_07783	Bo_m.185624
OG0006964	Znev_07784	Bo_m.332584
OG0006965	Znev_07785	Bo_m.2386
OG0006966	Znev_07786	Bo_m.269735
OG0006967	Znev_07787	Bo_m.75778
OG0006968	Znev_07788	Bo_m.379023
OG0006969	Znev_07790	Bo_m.358661
OG0006970	Znev_07791	Bo_m.351326
OG0006971	Znev_07794	Bo_m.348873
OG0006972	Znev_13511	Bo_m.45831
OG0006973	Znev_13513	Bo_m.58291
OG0006974	Znev_13514	Bo_m.96024
OG0006975	Znev_13515	Bo_m.255934
OG0006976	Znev_13516	Bo_m.366310
OG0006977	Znev_13517	Bo_m.314132
OG0006978	Znev_17634	Bo_m.171079
OG0006979	Znev_04466	Bo_m.364846
OG0006980	Znev_04468	Bo_m.37465
OG0006981	Znev_04472	Bo_m.50431
OG0006982	Znev_04473	Bo_m.192595
OG0006983	Znev_04475	Bo_m.187535
OG0006984	Znev_04477	Bo_m.300035
OG0006985	Znev_04479	Bo_m.98524
OG0006986	Znev_04481	Bo_m.196946
OG0006987	Znev_04491	Bo_m.275290
OG0006988	Znev_04493	Bo_m.179740
OG0006989	Znev_04494	Bo_m.55278
OG0006990	Znev_04496	Bo_m.239973
OG0006991	Znev_04497	Bo_m.312901
OG0006992	Znev_04498	Bo_m.119419
OG0006993	Znev_04499	Bo_m.253601
OG0006994	Znev_04500	Bo_m.146286
OG0006995	Znev_04501	Bo_m.203342
OG0006996	Znev_16671	Bo_m.92664
OG0006997	Znev_16672	Bo_m.137661
OG0006998	Znev_00450	Bo_m.246218
OG0006999	Znev_00453	Bo_m.258324
OG0007000	Znev_00454	Bo_m.258325
OG0007001	Znev_00455	Bo_m.327327
OG0007002	Znev_00457	Bo_m.128548
OG0007003	Znev_00459	Bo_m.209302
OG0007004	Znev_00460	Bo_m.293130
OG0007005	Znev_00461	Bo_m.361997
OG0007006	Znev_00465	Bo_m.256076
OG0007007	Znev_00466	Bo_m.77060
OG0007008	Znev_00475	Bo_m.237668
OG0007009	Znev_00477	Bo_m.355214
OG0007010	Znev_00479	Bo_m.293213
OG0007011	Znev_00480	Bo_m.293223
OG0007012	Znev_00481	Bo_m.116112
OG0007013	Znev_00483	Bo_m.5754
OG0007014	Znev_00485	Bo_m.316264
OG0007015	Znev_00487	Bo_m.375695
OG0007016	Znev_00491	Bo_m.378710
OG0007017	Znev_00493	Bo_m.38063
OG0007018	Znev_00494	Bo_m.186611
OG0007019	Znev_00495	Bo_m.7079
OG0007020	Znev_00498	Bo_m.258028
OG0007021	Znev_00499	Bo_m.206169
OG0007022	Znev_00501	Bo_m.352701
OG0007023	Znev_00502	Bo_m.283623
OG0007024	Znev_00504	Bo_m.229121
OG0007025	Znev_00506	Bo_m.166775
OG0007026	Znev_00508	Bo_m.81167
OG0007027	Znev_00509	Bo_m.160427
OG0007028	Znev_00512	Bo_m.97540
OG0007029	Znev_00514	Bo_m.366581
OG0007030	Znev_00517	Bo_m.330445
OG0007031	Znev_00519	Bo_m.130869
OG0007032	Znev_00523	Bo_m.302680
OG0007033	Znev_00528	Bo_m.66270
OG0007034	Znev_00530	Bo_m.37988
OG0007035	Znev_00531	Bo_m.179901
OG0007036	Znev_00533	Bo_m.304891
OG0007037	Znev_00536	Bo_m.354584
OG0007038	Znev_00537	Bo_m.25661
OG0007039	Znev_00538	Bo_m.281723
OG0007040	Znev_00539	Bo_m.363902
OG0007041	Znev_17524	Bo_m.375225
OG0007042	Znev_17526	Bo_m.313023
OG0007043	Znev_06348	Bo_m.227944
OG0007044	Znev_06349	Bo_m.250249
OG0007045	Znev_06351	Bo_m.147785
OG0007046	Znev_06352	Bo_m.108989
OG0007047	Znev_06353	Bo_m.368345
OG0007048	Znev_06354	Bo_m.210847
OG0007049	Znev_06358	Bo_m.352991
OG0007050	Znev_06359	Bo_m.377718
OG0007051	Znev_06360	Bo_m.49114
OG0007052	Znev_06361	Bo_m.249782
OG0007053	Znev_06362	Bo_m.89693
OG0007054	Znev_06367	Bo_m.13777
OG0007055	Znev_06369	Bo_m.267819
OG0007056	Znev_06370	Bo_m.309924
OG0007057	Znev_06373	Bo_m.245128
OG0007058	Znev_06375	Bo_m.128557
OG0007059	Znev_06376	Bo_m.107990
OG0007060	Znev_06379	Bo_m.249366
OG0007061	Znev_06380	Bo_m.134395
OG0007062	Znev_06382	Bo_m.350363
OG0007063	Znev_17890	Bo_m.301389
OG0007064	Znev_17891	Bo_m.64268
OG0007065	Znev_17892	Bo_m.177614
OG0007066	Znev_04770	Bo_m.267395
OG0007067	Znev_04772	Bo_m.4152
OG0007068	Znev_04774	Bo_m.192234
OG0007069	Znev_04777	Bo_m.302215
OG0007070	Znev_04779	Bo_m.371482
OG0007071	Znev_04781	Bo_m.294902
OG0007072	Znev_04782	Bo_m.294900
OG0007073	Znev_04787	Bo_m.363037
OG0007074	Znev_04789	Bo_m.1991
OG0007075	Znev_04792	Bo_m.229973
OG0007076	Znev_04793	Bo_m.67547
OG0007077	Znev_04796	Bo_m.284568
OG0007078	Znev_04798	Bo_m.62616
OG0007079	Znev_04800	Bo_m.158311
OG0007080	Znev_04803	Bo_m.241247
OG0007081	Znev_04808	Bo_m.182468
OG0007082	Znev_07609	Bo_m.129730
OG0007083	Znev_07610	Bo_m.128644
OG0007084	Znev_07611	Bo_m.45122
OG0007085	Znev_07613	Bo_m.66782
OG0007086	Znev_07615	Bo_m.76349
OG0007087	Znev_07616	Bo_m.76346
OG0007088	Znev_07618	Bo_m.352431
OG0007089	Znev_07619	Bo_m.149171
OG0007090	Znev_07620	Bo_m.365173
OG0007091	Znev_07621	Bo_m.377701
OG0007092	Znev_07622	Bo_m.51757
OG0007093	Znev_07623	Bo_m.273957
OG0007094	Znev_07625	Bo_m.322859
OG0007095	Znev_07632	Bo_m.56894
OG0007096	Znev_07635	Bo_m.347234
OG0007097	Znev_07636	Bo_m.369085
OG0007098	Znev_07638	Bo_m.79093
OG0007099	Znev_18037	Bo_m.311402
OG0007100	Znev_18038	Bo_m.936
OG0007101	Znev_10843	Bo_m.382205
